Date and Time Downloaded : 04/21/2020 09:25:51 am"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000033459","33459","THESSALONIANS LYING IN CLINIC","","","","Birthing Home","Private","","","HEART FOUNDATION","","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TANZA","042120000","SANTOL","042120023","","","","","THESS_MORALES1958@YAHOO.COM","","","MORALES","TERESITA","P.","Other","With License","",""
"DOH000000000033460","33460","VIOLYS BIRTHING CLINIC","","","","Birthing Home","Private","","","224 RIZAL STREET","","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","MENDEZ (MENDEZ-NU?EZ)","042114000","ASIS II","042114017","","","","","VIOLETADELACRUZ91@YAHOO.COM","","","DELA CRUZ","VIOLETA","D.","Other","With License","",""
"DOH000000000033461","33461","VIVIAN GAWARAN RAMIREZ LYING IN CLINIC","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","BACOOR CITY","042103000","ZAPOTE I","042103025","","","","","","","","RAMIREZ","VIVIAN","","Other","With License","",""
"DOH000000000033462","33462","WILMA B. ALCANTARA BIRTHING CLINIC","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TRECE MARTIRES CITY (Capital)","042122000","CONCHU (LAGUNDIAN)","042122009","","","","","","","","ALCANTARA","WILMA","B.","Other","With License","",""
"DOH000000000033463","33463","RIZAL RURAL HEALTH UNIT BIRTHING AND EMERGENCY CLINIC","","","","Birthing Home","Government","","","A. BONIFACIO STREET","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","RIZAL","043423000","PAULE 2","043423005","","+63 495034202","","","","","","CIRILO","SAM JOSEPH","C.","Municipal Health Officer","With License","",""
"DOH000000000033464","33464","CALAUAN RURAL HEALTH UNIT BIRTHING HOME","","","","Birthing Home","Government","","","ALVELA STREET","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CALAUAN","043406000","KANLURAN (POB.)","043406013","","","","","","","","REFRECA","JELIDORA","","Municipal Health Officer","With License","",""
"DOH000000000033465","33465","CABUYAO CITY HEALTH OFFICE I MATERNITY AND LYING IN CLINIC","","","","Birthing Home","Government","","","ROSARIO VILLAGE","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CABUYAO CITY","043404000","SALA","043404014","","","","","","","","DIAMANTE","ELENA","CAPARAS","Other","With License","",""
"DOH000000000033466","33466","CITY OF CALAMBA BIRTHING FACILITY","","","","Birthing Home","Government","","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF CALAMBA","043405000","PUNTA","043405046","","+63 495451697","","","","","","MARQUESES","KHARELYN","B.","","With License","",""
"DOH000000000033467","33467","CITY OF CALAMBA BIRTHING FACILITY","","","","Birthing Home","Government","","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF CALAMBA","043405000","BARANGAY 7 (POB.)","043405044","","+63 495456597","","","","","","TANAQUIN","DIONISIA","M.","","With License","",""
"DOH000000000033478","33478","GAVINO Y. ALVAREZ LYING IN CENTER","","","","Birthing Home","Government","National Government","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF SAN PEDRO","043425000","NARRA","043425022","","+63 494786278","","","","","","LAGAYA","RICHARD","","","With License","",""
"DOH000000000033479","33479","LUMBAN RURAL HEALTH UNIT BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","GENERAL LUNA STREET","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","LUMBAN","043413000","SANTO NIÑO (POB.)","043413015","","+63 495009331","","","lumban_rhu@yahoo.com","","","MAGTOTO","ULYSSES","BADUEL","Municipal Health Officer","With License","",""
"DOH000000000033480","33480","MABITAC BIRTHING CLINIC","","","","Birthing Home","Government","Local Government Unit","","PAG-ASA STREET","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","MABITAC","043414000","","","","","","","MBC24@YAHOO.COM","","","DEL MUNDO","AIZEL","","","With License","",""
"DOH000000000033481","33481","PAETE RURAL HEALTH UNIT BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","2-058 F. SARIO STREET","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","PAETE","043418000","MAYTOONG (POB.)","043418008","","+63 495572838","","","rhupaete_official@yahoo.com","","","DELA CRUZ","EDITHA","EDQUITAO","Public Health Nurse","With License","",""
"DOH000000000033482","33482","PAGSANJAN RURAL HEALTH UNIT BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","PAGSANJAN","043419000","BIÑAN","043419002","","","","","","","","TORRES","LYRA LERON","","","With License","",""
"DOH000000000033483","33483","PANGIL RURAL HEALTH UNIT BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","PANGIL","043421000","SAN JOSE (POB.)","043421007","","+63 495570828","","","PANGILRHU@YAHOO.COM.PH","","","ALCANTARA","SUSAN","ESPIRITU","Municipal Health Officer","With License","",""
"DOH000000000033484","33484","FAMY RURAL HEALTH UNIT MATERNAL, WELL BABY AND BIRTHING FACILITY","","","","Birthing Home","Government","Local Government Unit","","PROVINCIAL ROAD","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","FAMY","043408000","TUNHAC","043408020","","+63 495012545","","","","","","EM","RUBEN","R.","","With License","",""
"DOH000000000033485","33485","PAKIL RURAL HEALTH UNIT BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","GONZALES STREET","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","PAKIL","043420000","GONZALES (POB.)","043420007","","+63 495671996","","","","","","","","","","With License","",""
"DOH000000000033486","33486","KALAYAAN RURAL HEALTH UNIT BIRTHING CLINIC","","","","Birthing Home","Government","Local Government Unit","","REAL STREET","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","KALAYAAN","043409000","SAN JUAN (POB.)","043409003","","+63 495017753","","","","","","YAMBOT","RICARDO","","","With License","",""
"DOH000000000033487","33487","SANTA MARIA RURAL HEALTH UNIT BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","J. CAILLES STREET","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SANTA MARIA","043427000","BARANGAY III (POB.)","043427021","","+63 495013856","","","RHUSANTAMARIA@YAHOO.COM","","","TAMARES","CYNTHIA","S.","","With License","",""
"DOH000000000033488","33488","SINILOAN RURAL HEALTH UNIT BIRTHING CLINIC","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SINILOAN","043429000","BAGUMBARANGAY (POB.)","043429003","","+63 495016753","","","SINILOANRHU@GMAIL.COM","","","FARIÑAS","GINARY","","","With License","",""
"DOH000000000033489","33489","SANTA CRUZ RURAL HEALTH UNIT BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","A. LUNA CORNER A. REGIDOR STREET","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SANTA CRUZ (Capital)","043426000","SANTISIMA CRUZ","043426023","","","","","","","","MONTEZA","ELMINA","","","With License","",""
"DOH000000000033490","33490","SANTA MARIA BEMONC FACILITY","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SAN PABLO CITY","043424000","SANTA MARIA","043424082","4000","","","","chosanpablo@yahoo.com","","","CAPONPON","MERCYDINA ABDONA","MENDOZA","Medical Officer","With License","",""
"DOH000000000033491","33491","BABY ON THE WAY MATERNITY CLINIC","","","","Birthing Home","Private","","","PUROK 5","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CABUYAO CITY","043404000","BIGAA","043404005","","+63 495020782","","","","","","SERVO","CELIA","H.","","With License","",""
"DOH000000000033492","33492","BLESSEDWOMB LYING IN AND MATERNITY CLINIC","","","","Birthing Home","Private","","","PHASE 2 BLOCK 19 LOT 17-18 LAKESIDE NEST","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CABUYAO CITY","043404000","BANAYBANAY","043404002","","","","","","","","PEÑA","MYLENE","","","With License","",""
"DOH000000000033493","33493","BNR MATERNITY SERVICES","","","","Birthing Home","Private","","","LOT 7 BLOCK 72 PHASE 2","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF CALAMBA","043405000","CANLUBANG","043405011","","","","","","","","GUPITEO","BELLA","R.","Other","With License","",""
"DOH000000000033494","33494","CELIS MATERNITY CLINIC","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF SAN PEDRO","043425000","SAN VICENTE","043425016","","+63 498692691","","","","","","CELIS","VIOLETA","C.","Other","With License","",""
"DOH000000000033495","33495","CMC LYING IN CLINIC (CAREFORE MOTHER AND CHILD)","","","","Birthing Home","Private","","","P. ZULUETA STREET","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SAN PABLO CITY","043424000","BARANGAY V-B (POB.)","043424021","","","","","","","","AQUINO","MIGNONETTE","M.","","With License","",""
"DOH000000000033496","33496","DORAY'S PAANAKAN","","","","Birthing Home","Private","","","784 GOMEZ STREET","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF SANTA ROSA","043428000","IBABA","043428007","","","","","TEODORA_LUCERO@YAHOO.COM","","","LUCERO","TEODORA","A.","Other","With License","",""
"DOH000000000033497","33497","ELSA ABUEL ANGARA LYING IN FAMILY PLANNING CLINIC","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF CALAMBA","043405000","SAN JUAN","043405055","","","","","","","","ANGARA","ELSA","A.","Other","With License","",""
"DOH000000000033498","33498","ESTRADA-CANDIDO MATERNITY LYING IN CLINIC","","","","Birthing Home","Private","","","ZULUETA STREET","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SAN PABLO CITY","043424000","BARANGAY V-B (POB.)","043424021","","","","","","","","FULE","MA. CANDIDO","","","With License","",""
"DOH000000000033499","33499","FERNANDEZ-BREVA MEDICAL AND DENTAL CLINIC","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF BI?AN","043403000","PLATERO","043403015","","","","","","","","FERNANDEZ","ERLINA","B.","Other","With License","",""
"DOH000000000033500","33500","GREAT MOM'S MATERNITY CLINIC","","","","Birthing Home","Private","","","BLOCK 3 LOT 22 PHASE 1, JOSEPH VILLAGE 6","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CABUYAO CITY","043404000","BUTONG","043404004","","","","","","","","ALCASABAS","ANALIZA","E.","Other","With License","",""
"DOH000000000033501","33501","JCM BAHAY PAANAKAN","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF CALAMBA","043405000","BUCAL","043405006","","","","","","","","MATANGUIHAN","CARLA","M.","Other","With License","",""
"DOH000000000033502","33502","JOPE MATERNITY CLINIC","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CABUYAO CITY","043404000","SAN ISIDRO","043404015","","+63 495437870","","","","","","NAVALES","JOPE","O.","Other","With License","",""
"DOH000000000033503","33503","M.B. EXCONDE WELL-FAMILY MIDWIFE CLINIC","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SAN PABLO CITY","043424000","SAN LUCAS 2","043424057","","","","","","","","EXCONDE","MARIVIC","B.","Other","With License","",""
"DOH000000000033504","33504","M.C.V. MIDWIFERY SERVICES","","","","Birthing Home","Private","","","BLOCK 8 LOT 8, MCDC EARTH STREET","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF CALAMBA","043405000","CANLUBANG","043405011","","","","","","","","BANGAJON","MA. CRISTINA","V.","Other","With License","",""
"DOH000000000033505","33505","MADRE Y EL NIÑO MATERNITY AND LYING IN CLINIC","","","","Birthing Home","Private","","","RIZAL STREET","MARCELO BUILDING","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF CALAMBA","043405000","BARANGAY 6 (POB.)","043405043","","","","","","","","SAMSON","MARGARITA","","Other","With License","",""
"DOH000000000033506","33506","MAMI NITA PAANAKAN","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF BI?AN","043403000","SAN ANTONIO","043403019","","+63 495113716","","","","","","FARCON","JUANITA","M.","Other","With License","",""
"DOH000000000033507","33507","MARILOU C. RIVERA MATERNITY SERVICES","","","","Birthing Home","Private","","","BLOCK 45 LOT 29 PALAO","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF CALAMBA","043405000","CANLUBANG","043405011","","","","","","","","RIVERA","MARILOU","C.","Other","With License","",""
"DOH000000000033508","33508","MARY HELP MEDICAL CLINIC AND LYING IN","","","","Birthing Home","Private","","","","MACASET BUILDING","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF CALAMBA","043405000","MAYAPA","043405032","","","","","","","","GAMEZ","DIGNA","","Other","With License","",""
"DOH000000000033509","33509","NERIE'S BIRTHING HOME CLINIC","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SAN PABLO CITY","043424000","SANTO CRISTO","043424077","","+63 495033117","","","","","","RUIDERA","NERISSA","T.","Other","With License","",""
"DOH000000000033510","33510","O.V. MATERNITY CLINIC","","","","Birthing Home","Private","","","6 CATAQUIZ SUBDIVISION I","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF SAN PEDRO","043425000","POBLACION","043425011","","","","","","","","VELASQUEZ","OFELIA","E.","Other","With License","",""
"DOH000000000033511","33511","OUR HEALTH CENTER","","","","Birthing Home","Private","","","NATIONAL HIGHWAY","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CABUYAO CITY","043404000","BANLIC","043404003","","","","","OURHEALTHCENTER@GMAIL.COM","","","REMOLLINO","MARIE CATHERINE GRACE","J.","Other","With License","",""
"DOH000000000033512","33512","OUR LADY POLYCLINIC AND LYING IN","","","","Birthing Home","Private","","","UNIT A AND B REALICA VILLAGE, DIEZMO ROAD","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CABUYAO CITY","043404000","PULO","043404013","","","","","","","","GAMEZ","DIGNA","","Other","With License","",""
"DOH000000000033513","33513","PEACHY LYING IN CLINIC","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SAN PABLO CITY","043424000","SAN ANTONIO 2","043424041","","","","","","","","ESMILLO","PERPETUA","V.","Other","With License","",""
"DOH000000000033514","33514","ROSENIAN MEDICAL AND MATERNITY CLINIC","","","","Birthing Home","Private","","","BLOCK 8 LOT 15 PHASE 4 GOLDEN CITY SUBDIVISION","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF SANTA ROSA","043428000","DILA","043428004","","","","","","","","BARRUGA","LUTHER","","","With License","",""
"DOH000000000033515","33515","RVFD GOLDEN MEDICAL VENTURES CORPORATION","","","","Birthing Home","Private","","","BURGOS STREET, ZONE 3","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF BI?AN","043403000","SANTO DOMINGO","043403023","","","","","","","","DY","VIOLETA","","Other","With License","",""
"DOH000000000033516","33516","SAN MIGUEL MEDICAL AND MATERNITY CLINIC","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF CALAMBA","043405000","MAYAPA","043405032","","","","","","","","MONTOYA","EDEN","","Other","With License","",""
"DOH000000000033517","33517","SMMC PAANAKAN","","","","Birthing Home","Private","","","47 P. ALCANTARA STREET","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SAN PABLO CITY","043424000","BARANGAY VII-B (POB.)","043424030","","","","","","","","CALINGASAN","MARINA","D.","Other","With License","",""
"DOH000000000033518","33518","ST. GERARD MOTHER AND CHILD CARE, INC.","","","","Birthing Home","Private","","","A-2 FELISEA'S APARTMENT, NUEVA STREET","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF SAN PEDRO","043425000","NUEVA","043425010","","","","","","","","","","","","With License","",""
"DOH000000000033519","33519","ST. JOHN MATERNITY, LYING IN AND SURGICAL CLINIC, INC.","","","","Birthing Home","Private","","","DE LEON STREET","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SANTA CRUZ (Capital)","043426000","PAGSAWITAN","043426011","","+63 495016204","","","DOCMACKY7_@YAHOO.COM","","","MACAPAGAL","EVELYN","","Other","With License","",""
"DOH000000000033520","33520","STO. TOMAS MATERNITY AND LYING IN CLINIC","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF BI?AN","043403000","SANTO TOMAS (CALABUSO)","043403003","","+63 495128440","","","STOTOMASMATERNITY@YAHOO.COM","","","YBAÑEZ","RAIZA GIEANNE","A.","Other","With License","",""
"DOH000000000033521","33521","SUSAN TEMPLO'S MATERNITY SERVICES","","","","Birthing Home","Private","","","LOT 3 BLOCK 28 ASIA I","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF CALAMBA","043405000","CANLUBANG","043405011","","","","","","","","TEMPLO","SUSAN","L.","Other","With License","",""
"DOH000000000033522","33522","TABORADA MATERNITY AND LYING IN CLINIC","","","","Birthing Home","Private","","","BLOCK 5 LOT 18 VILLA LA PRINZA","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF CALAMBA","043405000","PRINZA","043405045","","","","","","","","TABORADA","ELSA","D.","Other","With License","",""
"DOH000000000033523","33523","TAGAPO MATERNITY CLINIC AND LABORATORY","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF SANTA ROSA","043428000","TAGAPO","043428023","","","","","","","","ALVAREZ","MARIA TERESA","","Other","With License","",""
"DOH000000000033524","33524","THE NEW HAVEN WOMENS HEALTH AND BIRTH CENTER","","","","Birthing Home","Private","","","C-20 MERCADO DE CALAMBA, PABALANG","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF CALAMBA","043405000","BARANGAY 5 (POB.)","043405042","","+63 495021723","","","MONTERO_FENIXCLINIC@YAHOO.COM","","","FELIX","AGNES","M.","Other","With License","",""
"DOH000000000033525","33525","UNIFIED MIDWIVES MATERNITY CLINIC","","","","Birthing Home","Private","","","41 AZUCENA STREET","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SAN PABLO CITY","043424000","BARANGAY III-B (POB.)","043424012","","","","","","","","ALMANZA","MARIETA","D.S.","Other","With License","",""
"DOH000000000033526","33526","VIRGEN DE LA PALOMA MEDICAL CLINIC AND LYING IN","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CABUYAO CITY","043404000","MAMATID","043404009","","","","","","","","GAMEZ","DIGNA","","Other","With License","",""
"DOH000000000033527","33527","WELL CARE LYING IN CENTER","","","","Birthing Home","Private","","","NATIONAL ROAD","FELICIANA BUILDING","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF CALAMBA","043405000","PACIANO RIZAL","043405033","","","","","","","","VELARDE","IRMA","","Other","With License","",""
"DOH000000000033528","33528","LUCENA CITY HEALTH OFFICE COTTA LYING IN","","","","Birthing Home","Government","Local Government Unit","","SAN FERNANDO COMPOUND","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","LUCENA CITY (Capital)","045624000","COTTA","045624016","","+63 427108320","","","","","","","","","","With License","",""
"DOH000000000033529","33529","LUCENA CITY HEALTH OFFICE DALAHICAN HEALTH AND BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","LUCENA CITY (Capital)","045624000","DALAHICAN","045624018","","+63 427108320","","","","","","","","","","With License","",""
"DOH000000000033530","33530","LUCENA CITY HEALTH OFFICE IBABANG DUPAY LYING IN CENTER","","","","Birthing Home","Government","Local Government Unit","","PUROK SAN ANTONIO, LITTLE BAGUIO 2","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","LUCENA CITY (Capital)","045624000","IBABANG DUPAY","045624020","","+63 427108320","","","","","","","","","","With License","",""
"DOH000000000033531","33531","ANGELES BARANGAY HEALTH STATION BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CITY OF TAYABAS","045647000","","","","","","","","","","","","","","With License","",""
"DOH000000000033532","33532","ANGUSTIAS BARANGAY HEALTH STATION BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CITY OF TAYABAS","045647000","","","","","","","","","","","","","","With License","",""
"DOH000000000033533","33533","ANOS BARANGAY HEALTH STATION BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CITY OF TAYABAS","045647000","ANOS","045647011","","","","","","","","","","","","With License","",""
"DOH000000000033534","33534","BAGUIO BARANGAY HEALTH STATION BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CITY OF TAYABAS","045647000","BAGUIO","045647013","","","","","","","","","","","","With License","",""
"DOH000000000033535","33535","CAMAYSA BARANGAY HEALTH STATION BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CITY OF TAYABAS","045647000","CAMAYSA","045647016","","","","","","","","","","","","With License","",""
"DOH000000000033536","33536","ILASAN IBABA BARANGAY HEALTH STATION BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CITY OF TAYABAS","045647000","ILASAN IBABA","045647021","","","","","","","","","","","","With License","",""
"DOH000000000033537","33537","IPILAN BARANGAY HEALTH STATION BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CITY OF TAYABAS","045647000","IPILAN","045647030","","","","","","","","","","","","With License","",""
"DOH000000000033538","33538","ISABANG BARANGAY HEALTH STATION BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CITY OF TAYABAS","045647000","ISABANG","045647031","","","","","","","","","","","","With License","",""
"DOH000000000033539","33539","PALALE KANLURAN BARANGAY HEALTH STATION BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CITY OF TAYABAS","045647000","PALALE KANLURAN","045647035","","","","","","","","","","","","With License","",""
"DOH000000000033540","33540","CALUMPANG BARANGAY HEALTH STATION BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CITY OF TAYABAS","045647000","CALUMPANG","045647032","","","","","","","","","","","","With License","",""
"DOH000000000033541","33541","LAKAWAN BARANGAY HEALTH STATION BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CITY OF TAYABAS","045647000","LAKAWAN","045647036","","","","","","","","","","","","With License","",""
"DOH000000000033542","33542","LITA BARANGAY HEALTH STATION BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CITY OF TAYABAS","045647000","LITA (POB.)","045647039","","","","","","","","","","","","With License","",""
"DOH000000000033543","33543","OPIAS BARANGAY HEALTH STATION BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CITY OF TAYABAS","045647000","OPIAS","045647045","","","","","","","","","","","","With License","",""
"DOH000000000033544","33544","WAKAS BARANGAY HEALTH STATION BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CITY OF TAYABAS","045647000","WAKAS","045647066","","","","","","","","","","","","With License","",""
"DOH000000000033546","33546","SAN ROQUE BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","SAN ROQUE","045627034","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","DEVERA","RHODORA","MACAYAN","Rural Health Midwife","","",""
"DOH000000000033547","33547","ABO-ABO BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","ABO-ABO","045627001","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","DEVERA","RHODORA","MACAYAN","Rural Health Midwife","","",""
"DOH000000000033548","33548","CAGBALETE II BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","CAGBALETE II","045627007","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","VILLARAZO","SHIRELY","MANUBA","Rural Health Midwife","","",""
"DOH000000000033549","33549","LIWAYWAY BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","LIWAYWAY","045627012","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","VILLAMAYOR","PACITA","NOCHE","Rural Health Midwife","","",""
"DOH000000000033550","33550","DAUNGAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","DAUNGAN (POB.)","045627019","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","MEDENILLA","CHEDITHA","FOLLANTE","Rural Health Midwife","","",""
"DOH000000000033551","33551","REMEDIOS I BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","REMEDIOS I","045627025","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","VILLAMAYOR","ROSITA","SANGCAP","Rural Health Midwife","","",""
